location,time,longitude,latitude,pressure_dbar,temperature,salinity_permil,conductivity_mS_cm,EC_uS_cm,density_kg_m3,sigmaT,chl.flu_ppb,chl.a_ppb,turbidity_FTU,DO_perc,DO_mg_L,DO_umol_L,battery_V,depth
sP09,2024/07/29 13:18,113.84977,22.255666,0.9,28.712,14.003,24.928,23045.874,1006.473,6.469,1.51,1.51,1.69,91.59,6.537,204.279,8.04,0.894379459
sP09,2024/07/29 13:18,113.84977,22.255666,1,28.711,13.987,24.902,23021.926,1006.462,6.457,1.48,1.48,1.77,91.64,6.54,204.381,8.02,0.993754713
sP09,2024/07/29 13:18,113.84977,22.255666,1.1,28.711,14.215,25.272,23364.081,1006.632,6.627,1.4,1.4,1.63,91.46,6.519,203.725,8.03,1.093129919
sP09,2024/07/29 13:18,113.84977,22.255666,1.2,28.703,14.187,25.224,23323.309,1006.614,6.609,1.52,1.52,1.62,91.56,6.528,204.021,8.03,1.192505077
sP09,2024/07/29 13:18,113.84977,22.255666,1.3,28.705,14.441,25.636,23703.898,1006.803,6.797,1.37,1.37,1.56,91.64,6.525,203.93,8.03,1.291880187
sP09,2024/07/29 13:18,113.84977,22.255666,1.4,28.706,14.958,26.474,24478.152,1007.188,7.182,1.33,1.33,1.78,91.49,6.495,202.985,8.03,1.391255248
sP09,2024/07/29 13:18,113.84977,22.255666,1.5,28.703,15.178,26.827,24806.75,1007.354,7.347,1.37,1.37,1.81,91.41,6.483,202.6,8.02,1.490630262
sP09,2024/07/29 13:18,113.84977,22.255666,1.6,28.697,15.319,27.051,25016.639,1007.46,7.453,1.32,1.32,1.8,91.48,6.483,202.606,8.04,1.590005227
sP09,2024/07/29 13:18,113.84977,22.255666,1.7,28.681,15.539,27.397,25345.221,1007.63,7.623,1.36,1.36,1.44,91.8,6.499,203.117,8.02,1.689380143
sP09,2024/07/29 13:18,113.84977,22.255666,1.8,28.677,15.571,27.446,25391.632,1007.655,7.647,1.33,1.33,1.5,91.99,6.512,203.503,8.03,1.788755012
sP09,2024/07/29 13:18,113.84977,22.255666,1.9,28.672,15.618,27.519,25462.722,1007.692,7.684,1.23,1.23,1.56,91.94,6.507,203.361,8.02,1.888129832
sP09,2024/07/29 13:18,113.84977,22.255666,2,28.664,15.655,27.574,25517.527,1007.723,7.714,1.4,1.4,1.47,92.07,6.516,203.63,8.01,1.987504605
sP09,2024/07/29 13:18,113.84977,22.255666,2.1,28.662,15.79,27.79,25717.724,1007.824,7.815,1.27,1.27,1.51,92.14,6.516,203.628,8.02,2.086879329
sP09,2024/07/29 13:18,113.84977,22.255666,2.2,28.653,15.967,28.069,25981.453,1007.959,7.95,1.44,1.44,1.41,92.2,6.515,203.607,8.02,2.186254004
sP09,2024/07/29 13:18,113.84977,22.255666,2.3,28.639,16.829,29.439,27256.597,1008.606,8.596,1.35,1.35,1.53,92.3,6.492,202.883,8.02,2.285628632
sP09,2024/07/29 13:18,113.84977,22.255666,2.4,28.624,17.129,29.908,27699.66,1008.835,8.824,1.36,1.36,1.45,92.17,6.473,202.286,8.02,2.385003211
sP09,2024/07/29 13:18,113.84977,22.255666,2.5,28.57,17.295,30.139,27944.638,1008.975,8.964,1.21,1.21,1.41,91.83,6.448,201.516,8.02,2.484377742
sP09,2024/07/29 13:18,113.84977,22.255666,2.6,28.524,17.96,31.165,28922.984,1009.486,9.475,1.3,1.3,1.62,88.89,6.225,194.542,8.03,2.583752225
sP09,2024/07/29 13:18,113.84977,22.255666,2.7,28.509,18.065,31.321,29076.439,1009.569,9.557,1.21,1.21,1.6,88.74,6.212,194.128,8.03,2.68312666
sP09,2024/07/29 13:18,113.84977,22.255666,2.8,28.48,18.144,31.429,29193.925,1009.638,9.626,1.21,1.21,1.99,88.03,6.161,192.539,8.03,2.782501046
sP09,2024/07/29 13:18,113.84977,22.255666,2.9,28.464,18.222,31.543,29309.014,1009.701,9.689,1.14,1.14,2.06,87.95,6.155,192.344,8.02,2.881875385
sP09,2024/07/29 13:18,113.84977,22.255666,3,28.453,18.231,31.549,29321.563,1009.712,9.698,1.19,1.19,1.91,87.52,6.126,191.445,8.03,2.981249675
sP09,2024/07/29 13:18,113.84977,22.255666,3.1,28.396,18.433,31.832,29618.999,1009.88,9.867,1.13,1.13,2.05,85.42,5.979,186.858,8.03,3.080623916
sP09,2024/07/29 13:18,113.84977,22.255666,3.2,28.39,18.453,31.861,29649.272,1009.898,9.884,1.1,1.1,2.94,85.37,5.975,186.741,8.02,3.17999811
sP09,2024/07/29 13:18,113.84977,22.255666,3.3,28.389,18.46,31.87,29658.968,1009.903,9.889,1.55,1.55,2.9,85.09,5.956,186.13,8.02,3.279372255
sP09,2024/07/29 13:18,113.84977,22.255666,3.4,28.389,18.452,31.858,29647.211,1009.898,9.883,1.25,1.25,5.14,85.03,5.952,185.996,8.03,3.378746353
sP09,2024/07/29 13:18,113.84977,22.255666,3.5,28.39,18.479,31.902,29687.857,1009.919,9.904,1.06,1.06,2.48,84.96,5.945,185.803,8.02,3.478120402
sP09,2024/07/29 13:18,113.84977,22.255666,3.6,28.391,18.541,32,29778.064,1009.965,9.949,1.09,1.09,2.27,84.85,5.937,185.527,8.03,3.577494402
sP09,2024/07/29 13:18,113.84977,22.255666,3.7,28.393,18.543,32.004,29781.067,1009.966,9.95,1.16,1.16,2.24,84.79,5.932,185.388,8.03,3.676868355
sP09,2024/07/29 13:18,113.84977,22.255666,3.8,28.393,18.543,32.003,29780.679,1009.967,9.95,1.12,1.12,5.41,84.88,5.938,185.561,8.02,3.776242259
sP09,2024/07/29 13:18,113.84977,22.255666,3.9,28.391,18.612,32.111,29881.546,1010.019,10.002,1.16,1.16,2.29,84.85,5.933,185.432,8.02,3.875616115
sP09,2024/07/29 13:18,113.84977,22.255666,4,28.395,18.664,32.194,29957.063,1010.057,10.04,1.15,1.15,2.48,84.7,5.921,185.047,8.03,3.974989923
sP09,2024/07/29 13:18,113.84977,22.255666,4.1,28.373,18.726,32.277,30047.605,1010.11,10.092,1.19,1.19,3.15,84.48,5.906,184.561,8.02,4.074363683
sP09,2024/07/29 13:18,113.84977,22.255666,4.2,28.369,18.729,32.28,30052.549,1010.114,10.096,1.18,1.18,3.07,83.86,5.863,183.226,8.02,4.173737394
sP09,2024/07/29 13:18,113.84977,22.255666,4.3,28.361,18.753,32.314,30088.736,1010.135,10.117,1.12,1.12,3.4,83.85,5.862,183.209,8.03,4.273111058
sP09,2024/07/29 13:18,113.84977,22.255666,4.4,28.35,18.843,32.447,30219.591,1010.206,10.187,1.13,1.13,8.62,83.82,5.858,183.074,8.02,4.372484673
sP09,2024/07/29 13:18,113.84977,22.255666,4.5,28.349,18.942,32.6,30363.382,1010.281,10.261,1.07,1.07,3.15,83.29,5.818,181.832,8.02,4.47185824
sP09,2024/07/29 13:18,113.84977,22.255666,4.6,28.358,19.024,32.735,30482.849,1010.34,10.32,1.04,1.04,2.52,83.29,5.815,181.723,8.02,4.571231758
sP09,2024/07/29 13:18,113.84977,22.255666,4.7,28.358,19.103,32.858,30597.304,1010.399,10.378,1.08,1.08,2.52,83.4,5.82,181.873,8.02,4.670605229
sP09,2024/07/29 13:18,113.84977,22.255666,4.8,28.353,19.223,33.042,30772.422,1010.491,10.47,1.04,1.04,2.51,83.57,5.829,182.155,8.03,4.769978651
sP09,2024/07/29 13:18,113.84977,22.255666,4.9,28.342,19.32,33.187,30913.656,1010.567,10.545,1,1,2.97,83.52,5.823,181.967,8.02,4.869352025
sP09,2024/07/29 13:18,113.84977,22.255666,5,28.327,19.533,33.509,31223.528,1010.731,10.709,1.01,1.01,2.57,83.08,5.786,180.837,8.03,4.968725351
sP09,2024/07/29 13:18,113.84977,22.255666,5.1,28.31,19.799,33.91,31608.614,1010.934,10.912,1.06,1.06,3.42,82.99,5.773,180.402,8.02,5.068098628
sP09,2024/07/29 13:18,113.84977,22.255666,5.2,28.123,21.17,35.904,33595.416,1012.017,11.994,0.93,0.93,7.9,81.8,5.664,177.007,8.02,5.167471858
sP09,2024/07/29 13:18,113.84977,22.255666,5.3,27.94,22,37.044,34794.071,1012.694,12.671,0.9,0.9,4.64,77.13,5.332,166.65,8.02,5.266845039
sP09,2024/07/29 13:18,113.84977,22.255666,5.4,27.814,22.653,37.946,35733.982,1013.222,13.198,0.84,0.84,6.08,74.32,5.132,160.398,8.03,5.366218172
sP09,2024/07/29 13:18,113.84977,22.255666,5.5,27.733,23.038,38.469,36287.143,1013.535,13.511,0.78,0.78,6.24,72.84,5.025,157.042,8.02,5.465591256
sP09,2024/07/29 13:18,113.84977,22.255666,5.6,27.671,23.286,38.796,36642.93,1013.74,13.716,0.86,0.86,7.08,70.04,4.83,150.95,8.02,5.564964293
sP09,2024/07/29 13:18,113.84977,22.255666,5.7,27.626,23.385,38.912,36786.529,1013.829,13.804,0.8,0.8,7.32,67.6,4.663,145.716,8.03,5.664337281
sP09,2024/07/29 13:18,113.84977,22.255666,5.8,27.621,23.461,39.022,36894.389,1013.887,13.862,0.87,0.87,8.02,67.44,4.65,145.326,8.02,5.763710221
sP09,2024/07/29 13:18,113.84977,22.255666,5.9,27.53,23.856,39.545,37459.532,1014.211,14.186,0.81,0.81,9.77,66.05,4.551,142.23,8.03,5.863083113
sP09,2024/07/29 13:18,113.84977,22.255666,6,27.502,23.944,39.656,37587.098,1014.287,14.261,0.84,0.84,9.86,64.01,4.411,137.837,8.03,5.962455957
sP09,2024/07/29 13:18,113.84977,22.255666,6.1,27.442,24.212,40.008,37968.835,1014.506,14.479,0.83,0.83,12.41,63.01,4.34,135.62,8.03,6.061828752
sP09,2024/07/29 13:18,113.84977,22.255666,6.2,27.432,24.277,40.099,38062.294,1014.558,14.531,0.81,0.81,13.19,62.53,4.307,134.591,8.03,6.1612015
sP09,2024/07/29 13:18,113.84977,22.255666,6.3,27.377,24.577,40.502,38489.477,1014.8,14.773,0.84,0.84,21.59,60.47,4.161,130.055,8.03,6.260574199
sP09,2024/07/29 13:18,113.84977,22.255666,6.4,27.344,24.661,40.601,38609.828,1014.874,14.846,0.96,0.96,20.04,59.66,4.106,128.321,8.03,6.359946849
sP09,2024/07/29 13:18,113.84977,22.255666,6.5,27.286,24.92,40.94,38979.319,1015.086,15.058,0.95,0.95,21.65,57.46,3.951,123.475,8.04,6.459319452
sP09,2024/07/29 13:18,113.84977,22.255666,6.6,27.291,24.837,40.82,38861.932,1015.023,14.994,0.96,0.96,21.53,56.67,3.899,121.849,8.04,6.558692007
sP09,2024/07/29 13:18,113.84977,22.255666,6.7,27.271,24.892,40.886,38940.135,1015.07,15.041,0.87,0.87,21.08,56.42,3.882,121.312,8.03,6.658064513
sP09,2024/07/29 13:18,113.84977,22.255666,6.8,27.247,24.997,41.022,39090.253,1015.157,15.128,0.94,0.94,20.87,56.27,3.87,120.953,8.03,6.757436971
sP09,2024/07/29 13:18,113.84977,22.255666,6.9,27.249,24.903,40.886,38958.129,1015.087,15.057,0.91,0.91,20.31,55.48,3.818,119.309,8.03,6.856809381
sP09,2024/07/29 13:18,113.84977,22.255666,7,27.259,24.95,40.962,39023.17,1015.119,15.089,0.95,0.95,20.27,55.67,3.829,119.676,8.04,6.956181742
sP09,2024/07/29 13:18,113.84977,22.255666,7.1,27.229,25.171,41.265,39335.977,1015.294,15.263,0.86,0.86,23.41,55.63,3.824,119.512,8.04,7.055554055
sP09,2024/07/29 13:18,113.84977,22.255666,7.2,27.174,25.228,41.306,39420.079,1015.354,15.323,0.89,0.89,21.64,53.81,3.701,115.664,8.04,7.154926321
sP09,2024/07/29 13:18,113.84977,22.255666,7.3,27.18,25.264,41.363,39470.248,1015.38,15.348,0.84,0.84,20.92,54.88,3.775,117.987,8.05,7.254298538
sP09,2024/07/29 13:18,113.84977,22.255666,7.4,27.134,25.37,41.483,39622.779,1015.474,15.442,0.91,0.91,20.51,52.82,3.632,113.514,8.03,7.353670706
sP09,2024/07/29 13:18,113.84977,22.255666,7.5,27.134,25.396,41.521,39659.599,1015.494,15.461,0.88,0.88,20.37,53.07,3.65,114.065,8.04,7.453042827
sP09,2024/07/29 13:18,113.84977,22.255666,7.6,27.114,25.574,41.767,39910.749,1015.634,15.601,0.84,0.84,20.43,53.02,3.644,113.883,8.03,7.552414899
sP09,2024/07/29 13:18,113.84977,22.255666,7.7,27.067,25.812,42.079,40248.299,1015.827,15.793,0.86,0.86,21.76,52.87,3.631,113.491,8.04,7.651786923
sP09,2024/07/29 13:18,113.84977,22.255666,7.8,27.022,25.931,42.216,40418.263,1015.93,15.897,0.87,0.87,22.98,51.42,3.532,110.37,8.04,7.751158899
sP09,2024/07/29 13:18,113.84977,22.255666,7.9,26.919,26.364,42.765,41032.787,1016.287,16.253,0.87,0.87,22.68,49.44,3.392,106.015,8.04,7.850530827
sP09,2024/07/29 13:18,113.84977,22.255666,8,26.899,26.53,42.991,41266.591,1016.419,16.384,0.85,0.85,22.36,49.15,3.371,105.359,8.04,7.949902707
sP09,2024/07/29 13:18,113.84977,22.255666,8.1,26.89,26.59,43.07,41350.578,1016.466,16.431,0.77,0.77,22.59,48.86,3.35,104.692,8.04,8.049274538
sP09,2024/07/29 13:18,113.84977,22.255666,8.2,26.838,26.938,43.533,41841.644,1016.745,16.709,0.76,0.76,21.35,48.59,3.33,104.067,8.03,8.148646321
sP09,2024/07/29 13:18,113.84977,22.255666,8.3,26.717,27.491,44.231,42620.774,1017.197,17.161,1.23,1.23,22.58,45.45,3.114,97.324,8.04,8.248018056
sP09,2024/07/29 13:18,113.84977,22.255666,8.4,26.598,27.72,44.46,42949.5,1017.406,17.369,0.92,0.92,23.98,44.13,3.021,94.423,8.04,8.347389743
sP09,2024/07/29 13:18,113.84977,22.255666,8.5,26.466,28.19,45.021,43614.06,1017.8,17.763,0.7,0.7,24.98,39.51,2.705,84.523,8.04,8.446761381
sP09,2024/07/29 13:18,113.84977,22.255666,8.6,26.457,28.261,45.114,43713.007,1017.857,17.819,0.69,0.69,25.16,39.2,2.683,83.856,8.04,8.546132971
sP09,2024/07/29 13:18,113.84977,22.255666,8.7,26.437,28.321,45.182,43797.057,1017.908,17.87,0.7,0.7,25.7,38.44,2.631,82.229,8.04,8.645504513
sP09,2024/07/29 13:18,113.84977,22.255666,8.8,26.525,27.87,44.613,43164.721,1017.543,17.505,0.73,0.73,23.89,38.27,2.621,81.919,8.03,8.744876007
sP09,2024/07/29 13:18,113.84977,22.255666,8.9,26.526,28.126,44.98,43519.094,1017.735,17.696,0.73,0.73,27.22,38.69,2.647,82.723,8.05,8.844247453
sP09,2024/07/29 13:18,113.84977,22.255666,9,26.457,28.301,45.172,43768.652,1017.888,17.849,0.78,0.78,27.05,38.79,2.654,82.955,8.04,8.94361885
sP09,2024/07/29 13:18,113.84977,22.255666,9.1,26.423,28.379,45.254,43879.993,1017.958,17.918,0.7,0.7,30.95,38.2,2.615,81.709,8.04,9.0429902
sP09,2024/07/29 13:18,113.84977,22.255666,9.2,26.411,28.403,45.278,43914.44,1017.98,17.94,0.69,0.69,29.55,38,2.601,81.28,8.04,9.142361501
sP09,2024/07/29 13:18,113.84977,22.255666,9.3,26.411,28.4,45.273,43909.467,1017.978,17.937,0.75,0.75,30.2,37.54,2.57,80.308,8.03,9.241732754
sP09,2024/07/29 13:18,113.84977,22.255666,9.4,26.403,28.429,45.306,43949.947,1018.002,17.962,0.85,0.85,34.17,37.39,2.559,79.985,8.04,9.341103958
sP09,2024/07/29 13:18,113.84977,22.255666,9.5,26.409,28.405,45.278,43917.009,1017.983,17.942,0.72,0.72,28.4,37.23,2.548,79.645,8.04,9.440475115
sP09,2024/07/29 13:18,113.84977,22.255666,9.6,26.408,28.41,45.285,43924.367,1017.988,17.946,0.73,0.73,28,37.25,2.55,79.679,8.04,9.539846223
sP10,2024/07/29 13:25,113.85206,22.259832,0,28.589,15.11,26.659,24708.216,1007.331,7.331,1.4,1.4,2.45,97.69,6.947,217.093,8.12,0
sP10,2024/07/29 13:25,113.85206,22.259832,0.1,28.597,15.514,27.313,25310.045,1007.63,7.63,1.48,1.48,2.46,91.85,6.515,203.601,8.07,0.099375688
sP10,2024/07/29 13:25,113.85206,22.259832,0.2,28.599,15.47,27.244,25244.893,1007.597,7.596,1.33,1.33,2.81,90.79,6.441,201.304,8.08,0.198751328
sP10,2024/07/29 13:25,113.85206,22.259832,0.3,28.603,15.665,27.558,25533.83,1007.741,7.74,1.33,1.33,2.42,90.1,6.384,199.507,8.06,0.29812692
sP10,2024/07/29 13:25,113.85206,22.259832,0.4,28.604,15.622,27.49,25470.599,1007.709,7.708,1.37,1.37,2.91,89.63,6.351,198.495,8.08,0.397502464
sP10,2024/07/29 13:25,113.85206,22.259832,0.5,28.593,15.609,27.464,25451.483,1007.703,7.701,1.34,1.34,2.27,88.76,6.291,196.62,8.05,0.496877959
sP10,2024/07/29 13:25,113.85206,22.259832,0.6,28.607,15.505,27.303,25295.782,1007.622,7.619,1.37,1.37,2.81,88.45,6.271,195.997,8.05,0.596253407
sP10,2024/07/29 13:25,113.85206,22.259832,0.7,28.619,15.461,27.24,25230.773,1007.586,7.583,1.3,1.3,2.81,88.29,6.26,195.644,8.05,0.695628805
sP10,2024/07/29 13:25,113.85206,22.259832,0.8,28.54,16.787,29.317,27198.621,1008.599,8.596,1.27,1.27,2.2,87.83,6.193,193.529,8.03,0.795004156
sP10,2024/07/29 13:25,113.85206,22.259832,0.9,28.501,16.994,29.623,27504.667,1008.766,8.762,1.18,1.18,1.96,87.27,6.147,192.112,8.03,0.894379459
sP10,2024/07/29 13:25,113.85206,22.259832,1,28.493,17.101,29.788,27662.537,1008.848,8.844,1.4,1.4,1.99,86.05,6.06,189.391,8.03,0.993754713
sP10,2024/07/29 13:25,113.85206,22.259832,1.1,28.484,17.369,30.208,28056.923,1009.051,9.046,1.33,1.33,1.88,85.93,6.043,188.841,8.02,1.093129919
sP10,2024/07/29 13:25,113.85206,22.259832,1.2,28.474,17.502,30.412,28253.026,1009.154,9.149,1.2,1.2,2.32,85.76,6.027,188.349,8.03,1.192505077
sP10,2024/07/29 13:25,113.85206,22.259832,1.3,28.463,17.486,30.38,28229.598,1009.146,9.14,1.3,1.3,1.75,85.69,6.023,188.241,8.02,1.291880187
sP10,2024/07/29 13:25,113.85206,22.259832,1.4,28.461,17.65,30.638,28470.133,1009.269,9.263,1.36,1.36,1.66,85.47,6.003,187.613,8.02,1.391255248
sP10,2024/07/29 13:25,113.85206,22.259832,1.5,28.446,17.721,30.742,28575.828,1009.327,9.321,1.24,1.24,1.5,85.77,6.024,188.268,8.03,1.490630262
sP10,2024/07/29 13:25,113.85206,22.259832,1.6,28.443,17.926,31.063,28876.131,1009.481,9.474,1.19,1.19,1.75,85.77,6.017,188.034,8.03,1.590005227
sP10,2024/07/29 13:25,113.85206,22.259832,1.7,28.419,18.164,31.424,29225.389,1009.667,9.659,1.23,1.23,2.17,85.86,6.017,188.04,8.02,1.689380143
sP10,2024/07/29 13:25,113.85206,22.259832,1.8,28.411,18.07,31.27,29087.614,1009.599,9.591,1.3,1.3,1.78,85.64,6.007,187.729,8.02,1.788755012
sP10,2024/07/29 13:25,113.85206,22.259832,1.9,28.366,18.263,31.547,29371.835,1009.757,9.749,1.13,1.13,2.43,85.37,5.986,187.066,8.02,1.888129832
sP10,2024/07/29 13:25,113.85206,22.259832,2,28.335,18.845,32.44,30222.846,1010.202,10.193,1.14,1.14,2.49,84.74,5.926,185.185,8.03,1.987504605
sP10,2024/07/29 13:25,113.85206,22.259832,2.1,28.301,19.053,32.744,30527.601,1010.368,10.359,1.16,1.16,2.67,83.57,5.841,182.531,8.02,2.086879329
sP10,2024/07/29 13:25,113.85206,22.259832,2.2,28.27,19.386,33.242,31011.685,1010.626,10.617,1.1,1.1,4.38,82.51,5.758,179.954,8.03,2.186254004
sP10,2024/07/29 13:25,113.85206,22.259832,2.3,28.268,19.406,33.272,31040.586,1010.642,10.632,1.06,1.06,4.59,82.33,5.745,179.527,8.02,2.285628632
sP10,2024/07/29 13:25,113.85206,22.259832,2.4,28.262,19.42,33.29,31061.287,1010.655,10.644,0.98,0.98,3.59,82.11,5.729,179.042,8.02,2.385003211
sP10,2024/07/29 13:25,113.85206,22.259832,2.5,28.26,19.443,33.325,31095.325,1010.673,10.663,1.19,1.19,4,81.63,5.695,177.976,8.03,2.484377742
sP10,2024/07/29 13:25,113.85206,22.259832,2.6,28.257,19.506,33.421,31186.553,1010.721,10.71,1.05,1.05,4.96,81.56,5.688,177.773,8.03,2.583752225
sP10,2024/07/29 13:25,113.85206,22.259832,2.7,28.256,19.468,33.362,31131.881,1010.694,10.682,1.05,1.05,3.43,81.13,5.66,176.901,8.03,2.68312666
sP10,2024/07/29 13:25,113.85206,22.259832,2.8,28.255,19.497,33.407,31174.072,1010.717,10.704,1.22,1.22,3.82,81.19,5.664,177.007,8.02,2.782501046
sP10,2024/07/29 13:25,113.85206,22.259832,2.9,28.252,19.517,33.435,31202.637,1010.733,10.72,1.51,1.51,3.88,80.96,5.648,176.5,8.03,2.881875385
sP10,2024/07/29 13:25,113.85206,22.259832,3,28.25,19.478,33.374,31147.308,1010.705,10.692,1.19,1.19,4.11,81,5.651,176.606,8.01,2.981249675
sP10,2024/07/29 13:25,113.85206,22.259832,3.1,28.247,19.482,33.379,31153.151,1010.709,10.696,1.22,1.22,4,80.64,5.627,175.852,8.02,3.080623916
sP10,2024/07/29 13:25,113.85206,22.259832,3.2,28.246,19.47,33.359,31135.145,1010.701,10.687,1.11,1.11,4.16,80.64,5.627,175.85,8.03,3.17999811
sP10,2024/07/29 13:25,113.85206,22.259832,3.3,28.238,19.463,33.342,31124.917,1010.698,10.684,1.01,1.01,4.07,80.61,5.625,175.797,8.03,3.279372255
sP10,2024/07/29 13:25,113.85206,22.259832,3.4,28.234,19.48,33.367,31150.814,1010.713,10.698,1.13,1.13,5.17,80.61,5.625,175.804,8.04,3.378746353
sP10,2024/07/29 13:25,113.85206,22.259832,3.5,28.228,19.485,33.371,31158.346,1010.719,10.704,1.02,1.02,4.29,80.34,5.607,175.22,8.02,3.478120402
sP10,2024/07/29 13:25,113.85206,22.259832,3.6,28.23,19.53,33.442,31223.051,1010.752,10.737,1.16,1.16,4.17,80.28,5.601,175.048,8.02,3.577494402
sP10,2024/07/29 13:25,113.85206,22.259832,3.7,28.237,19.638,33.614,31379.535,1010.831,10.815,1.15,1.15,4.01,80.14,5.587,174.594,8.03,3.676868355
sP10,2024/07/29 13:25,113.85206,22.259832,3.8,28.249,19.612,33.581,31341.505,1010.809,10.792,1.13,1.13,5.98,80.23,5.593,174.805,8.02,3.776242259
sP10,2024/07/29 13:25,113.85206,22.259832,3.9,28.247,19.642,33.627,31384.727,1010.832,10.815,1.1,1.1,4.23,80.3,5.598,174.946,8.03,3.875616115
sP10,2024/07/29 13:25,113.85206,22.259832,4,28.244,19.658,33.65,31408.401,1010.845,10.828,1.06,1.06,4.43,80.3,5.597,174.908,8.02,3.974989923
sP10,2024/07/29 13:25,113.85206,22.259832,4.1,28.271,19.638,33.635,31377.18,1010.822,10.804,1.06,1.06,4.01,80.48,5.607,175.233,8.01,4.074363683
sP10,2024/07/29 13:25,113.85206,22.259832,4.2,28.256,19.635,33.623,31374.908,1010.825,10.807,1.18,1.18,3.71,80.8,5.631,175.973,8.02,4.173737394
sP10,2024/07/29 13:25,113.85206,22.259832,4.3,28.276,19.645,33.65,31388.398,1010.827,10.809,1.1,1.1,3.47,80.79,5.629,175.923,8.02,4.273111058
sP10,2024/07/29 13:25,113.85206,22.259832,4.4,28.294,19.636,33.648,31374.606,1010.815,10.796,1.46,1.46,2.78,81.02,5.644,176.385,8.03,4.372484673
sP10,2024/07/29 13:25,113.85206,22.259832,4.5,28.323,19.682,33.738,31439.75,1010.841,10.822,1.16,1.16,2.09,80.96,5.635,176.114,8.03,4.47185824
sP10,2024/07/29 13:25,113.85206,22.259832,4.6,28.336,19.73,33.821,31508.748,1010.873,10.853,1.02,1.02,1.74,81.01,5.634,176.089,8.02,4.571231758
sP10,2024/07/29 13:25,113.85206,22.259832,4.7,28.328,19.977,34.199,31865.599,1011.06,11.04,1.23,1.23,1.94,81.4,5.655,176.722,8.02,4.670605229
sP10,2024/07/29 13:25,113.85206,22.259832,4.8,28.316,19.858,34.007,31694.889,1010.976,10.955,1.18,1.18,2.11,82.01,5.703,178.23,8.02,4.769978651
sP10,2024/07/29 13:25,113.85206,22.259832,4.9,28.314,19.988,34.206,31881.767,1011.073,11.052,1.26,1.26,2.35,82.01,5.7,178.137,8.02,4.869352025
sP10,2024/07/29 13:25,113.85206,22.259832,5,28.226,20.499,34.94,32624.871,1011.483,11.461,1.07,1.07,3.01,82.19,5.704,178.269,8.02,4.968725351
sP10,2024/07/29 13:25,113.85206,22.259832,5.1,28.154,20.585,35.025,32752.541,1011.57,11.548,1.06,1.06,3.65,81.9,5.686,177.713,8.02,5.068098628
sP10,2024/07/29 13:25,113.85206,22.259832,5.2,28.055,21.609,36.528,34228.075,1012.365,12.343,1.05,1.05,4.84,81.6,5.645,176.426,8.03,5.167471858
sP10,2024/07/29 13:25,113.85206,22.259832,5.3,27.981,21.921,36.953,34679.175,1012.622,12.599,1.11,1.11,4.59,81.09,5.607,175.237,8.03,5.266845039
sP10,2024/07/29 13:25,113.85206,22.259832,5.4,27.962,21.585,36.428,34199.405,1012.378,12.354,1.05,1.05,3.97,78.75,5.46,170.638,8.03,5.366218172
sP10,2024/07/29 13:25,113.85206,22.259832,5.5,27.983,21.86,36.862,34592.539,1012.577,12.553,1.02,1.02,4.03,77.95,5.396,168.638,8.03,5.465591256
sP10,2024/07/29 13:25,113.85206,22.259832,5.6,27.897,21.966,36.963,34748.482,1012.683,12.659,1.02,1.02,3.85,75.63,5.24,163.765,8.02,5.564964293
sP10,2024/07/29 13:25,113.85206,22.259832,5.7,27.816,22.748,38.091,35869.345,1013.293,13.269,0.95,0.95,5.69,74.63,5.151,160.992,8.02,5.664337281
sP10,2024/07/29 13:25,113.85206,22.259832,5.8,27.747,22.984,38.398,36209.615,1013.492,13.467,1.04,1.04,4.62,73.15,5.047,157.74,8.02,5.763710221
sP10,2024/07/29 13:25,113.85206,22.259832,5.9,27.722,23.15,38.629,36446.615,1013.624,13.598,0.87,0.87,5.74,72.48,4.999,156.232,8.02,5.863083113
sP10,2024/07/29 13:25,113.85206,22.259832,6,27.67,23.666,39.366,37182.083,1014.026,14,0.8,0.8,6.36,71.91,4.948,154.639,8.02,5.962455957
sP10,2024/07/29 13:25,113.85206,22.259832,6.1,27.517,23.735,39.354,37289.044,1014.126,14.099,0.85,0.85,6.54,70.73,4.876,152.378,8.03,6.061828752
sP10,2024/07/29 13:25,113.85206,22.259832,6.2,27.53,24.921,41.132,38963.217,1015.01,14.983,0.8,0.8,7.72,69.68,4.773,149.15,8.02,6.1612015
sP10,2024/07/29 13:25,113.85206,22.259832,6.3,27.154,26.836,43.649,41673.477,1016.562,16.534,0.75,0.75,11.87,68.9,4.696,146.756,8.02,6.260574199
sP10,2024/07/29 13:25,113.85206,22.259832,6.4,26.731,26.686,43.078,41497.629,1016.581,16.553,0.68,0.68,12.76,65.15,4.471,139.728,8.02,6.359946849
sP10,2024/07/29 13:25,113.85206,22.259832,6.5,26.726,27.435,44.157,42541.832,1017.144,17.116,0.79,0.79,12.62,60.08,4.111,128.482,8.02,6.459319452
sP10,2024/07/29 13:25,113.85206,22.259832,6.6,26.53,28.043,44.864,43402.766,1017.661,17.632,0.76,0.76,15.05,52.34,3.581,111.898,8.03,6.558692007
sP10,2024/07/29 13:25,113.85206,22.259832,6.7,26.441,28.289,45.139,43751.735,1017.874,17.845,0.72,0.72,13.85,48.19,3.295,102.989,8.03,6.658064513
